"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
-0.176344287145445,0.679458163878182,1.07115642451374,0.0954413717915709,0.297367702796787,-0.457723292870974,-1.50326067138222,1.11295921981406,-0.76870793247999,-1.99975067826212
0.524947458308283,0.270548282700057,1.13143359982137,0.528453811434421,1.47054805196742,-0.245491278586458,-0.00730775553872478,-0.192423269117456,2.52291565999599,-0.804824515977466
-0.378473610380809,-0.257576814906605,1.2489441861777,-0.570849454277472,-0.581907071915326,-0.962840283989763,-1.78164244412167,1.52968179413714,-0.69090856336338,1.76574087023764
0.0232903338062398,0.0721636243286892,0.734523384257591,0.633700178069877,-0.622070702724396,0.818303680542007,-0.170376955747816,1.34265837209592,-1.099517457718,1.22987201907184
-0.664633477838332,-0.43471863015813,1.3455220494876,0.178661462182861,0.114661324423704,0.775254543942706,-1.25165825315134,0.595224391073616,0.726950796850717,0.639271331804918
-0.567884685782777,0.381831613740417,1.28313821276442,0.113520083317931,-0.560953275877694,-0.888817806721921,1.77924249850253,-0.844442901263986,-0.540239114744444,0.796585782497682
-0.142805007979467,-0.210894941014328,0.435482483723247,0.803743187609765,-0.831337636235063,-0.755468058004076,1.89477105928785,1.61322557064602,-1.25388626140693,-1.54158888191225
0.743196524032575,1.53850153659764,-0.745203626317678,0.694130081049932,0.543798931778914,-0.830005850111815,-1.1356065982919,2.51663400794119,-0.4048933152336,0.61160559052717
-0.727297854703521,0.513319632063023,0.109041132896288,1.70193001038546,-0.966883014418442,-0.645735885015658,-0.574334088285233,0.831851697381438,1.16870862115529,-1.38060743722288
0.537327194039373,-0.55214483755308,0.631932007752087,0.501923783274729,0.0803344743938861,0.661952394098527,0.205948157878426,0.959577003981957,0.0164580623690523,0.128165033564913
-0.681257432896305,0.0957239199228602,0.569459132103735,-2.96749432143054,-0.163015752669038,0.138842697295071,0.436470208568528,1.09174223205449,-0.00825637585012905,-0.843819630464401
0.814572938084678,0.682895886816607,-2.20300028038241,0.68330831279019,-0.334788321462209,-1.99296454049869,-0.72377571022066,-2.43815613289837,1.36907040034935,-0.852567428255288
0.899020909223101,0.205702367586814,-0.318551750648964,0.278773946260151,-1.23954895533645,-0.461314166037634,-1.37627262516825,-0.312432348698688,-0.807174113538511,0.604957413123486
-1.82934542139186,-0.299572318006846,-0.0339926639240372,-0.354198072910305,-0.272839081898083,2.21533885094925,-1.07593967242026,-1.29796231787562,-0.0240670791723247,-0.572920002255224
0.59070285475358,-0.493027082618588,0.755588118582436,0.309782691838628,0.372627107774637,-1.64132737502427,0.628909678821944,-0.0494454973240212,-0.385236243337926,-0.273199794934596
-0.510820229340702,-0.34360334117464,0.771629334388308,2.75109364796807,0.851771770823373,-0.682860139676872,1.18877338221237,0.496751145453807,1.51739244174756,-0.64890725673929
1.75273957609625,-1.12956591614102,-0.666244236397768,-0.732377091909528,0.146128410276398,-0.251599130015945,0.418479783958347,-0.161967395897997,0.535389198571997,-1.39989474840699
0.437052702953395,1.23305433158026,1.08648129350846,-1.1346169575191,-1.14847688521151,1.043025305531,-0.271955770544266,-0.932210938359363,-0.0839997180268635,-0.112495479047432
1.22778060704664,0.360450788018439,0.784908768410316,-1.16161086918406,1.64002342309925,-2.84584246875569,0.513750909817074,-0.726786845042397,-1.91061231909184,-0.698509153080017
-0.24517295465571,0.434103285231564,-0.704917445041274,1.27130170706312,0.714964130982112,0.256986829927556,-0.353579408013769,-0.124369577289987,0.470645612390069,0.187652468291904
-1.00534242025563,-0.149268565112419,1.41732827257409,0.413463559392554,-0.859492013292116,0.702372295523599,-0.337446154458006,0.58424616942021,0.337011779587545,0.530454433349117
0.861880521118973,-0.629084555345942,-0.171225714706029,-1.05874751117276,0.773498648376737,-0.197079183001214,-2.69352099726386,0.213672154515347,0.740611716960787,-1.76481760219609
-1.5344534388757,0.995646252331452,0.375855103228381,0.238804494630942,-1.11456964743841,-0.191238365464442,1.20670980201577,-1.00092269673628,-0.932840938560882,-1.16326800238242
0.381790905432567,-1.63201590031773,0.962949022093061,0.230847448915486,-1.14155998183981,0.40808989073649,-0.0124054059237774,-0.0778435241875373,-0.960996676196837,-1.11487707193778
